date,platform,campaign_type,campaign_objetive,product_category,market,total_impressions,total_clicks,total_ad_spend,total_conversions,total_revenue,ctr,cpc,cpa,roas
2024-03-16,Meta Ads,Search,Performance,Skincare,Mexico,52779,596,649.64,35,3583.95,0.011292370071429924,1.09,18.56114285714286,5.516824702912382
2024-05-09,Google Ads,Shopping,Performance,Haircare,Argentina,173913,5860,20275.6,111,20779.66,0.03369500842375211,3.46,182.66306306306305,1.0248604233660163
2024-10-08,Meta Ads,Search,Performance,Haircare,Brazil,275853,8649,6173.9400000000005,511,84561.22,0.03135365575143283,0.7138328130419702,12.082074363992174,13.696475832288618
2024-10-20,Meta Ads,Display,Branding,Skincare,Brazil,78302,900,441,52,6354.23,0.011493959285841996,0.49,8.48076923076923,14.408684807256234
2024-11-04,Google Ads,Display,Branding,Skincare,Brazil,146779,5019,11142.18,349,91145.36,0.03419426484715116,2.22,31.926017191977078,8.180208899874172
2024-01-18,Google Ads,Display,Branding,Makeup,Argentina,55248,1646,4279.6,43,12311.15,0.029792933680857225,2.6,99.52558139534885,2.876705766894102
2024-11-10,Google Ads,Display,Branding,Skincare,Argentina,124774,3481,4212.01,113,4447.19,0.027898440380207414,1.21,37.274424778761066,1.0558355749392807
2024-03-02,Google Ads,Shopping,Performance,Skincare,Argentina,69839,1620,2041.2,80,22785.52,0.02319620842222827,1.26,25.515,11.162806192435822
2024-12-05,Google Ads,Shopping,Performance,Haircare,Argentina,134560,5947,16889.48,144,23257.77,0.04419589774078478,2.84,117.28805555555556,1.3770566056503812
2024-10-09,Meta Ads,Video,Branding,Skincare,Mexico,7402,91,189.28,6,1105.17,0.012293974601459066,2.08,31.546666666666667,5.838810228233306
2024-12-12,Meta Ads,Search,Performance,Haircare,Argentina,30457,606,351.48,34,4981.94,0.01989690383163148,0.5800000000000001,10.33764705882353,14.174177762603845
2024-08-14,Meta Ads,Shopping,Performance,Makeup,Mexico,156758,5823,6237.88,206,36899.93,0.03714642952831754,1.071248497338142,30.28097087378641,5.91546006014864
2024-02-23,TikTok Ads,Video,Branding,Skincare,Brazil,56672,2397,1150.56,138,33165.74,0.04229601919819311,0.48,8.337391304347825,28.825737032401612
2024-01-04,Meta Ads,Display,Branding,Haircare,Argentina,97152,1156,624.24,43,4965.75,0.011898880105401844,0.54,14.51720930232558,7.9548731257208765
2024-09-03,Meta Ads,Shopping,Performance,Makeup,Brazil,33834,906,797.28,23,2361.23,0.026777797481823018,0.88,34.66434782608695,2.9616069636765
2024-03-19,TikTok Ads,Search,Performance,Haircare,Brazil,169512,9475,13359.75,203,26995.02,0.055895747793666524,1.41,65.8115763546798,2.0206231404030763
2024-09-06,Google Ads,Shopping,Performance,Makeup,Brazil,101299,3504,6307.2,250,36776.35,0.034590667232647906,1.8,25.2288,5.830852042110604
2024-03-29,Meta Ads,Display,Branding,Haircare,Brazil,113668,2864,4496.48,81,6109.21,0.025196185381989655,1.5699999999999998,55.51209876543209,1.358665000177917
2024-10-03,Meta Ads,Display,Branding,Skincare,Brazil,186711,7748,4493.84,536,89187.58,0.04149728725142064,0.5800000000000001,8.384029850746268,19.846630053584462
2024-04-11,TikTok Ads,Search,Performance,Skincare,Brazil,269234,12210,10005.57,399,62183.72,0.04535088436081624,0.8194570024570025,25.07661654135338,6.214910294965704
2024-09-24,TikTok Ads,Shopping,Performance,Makeup,Argentina,138780,4135,3514.75,86,7373.66,0.029795359561896526,0.85,40.86918604651163,2.097918770894089
2024-03-06,Google Ads,Shopping,Performance,Haircare,Mexico,185903,4647,13755.12,342,58276.63,0.02499690698912874,2.96,40.21964912280702,4.236722762142387
2024-11-29,Meta Ads,Shopping,Performance,Skincare,Argentina,140678,5655,11705.85,154,7932.09,0.04019818308477516,2.0700000000000003,76.012012987013,0.6776176014556824
2024-02-25,Meta Ads,Search,Performance,Makeup,Mexico,129494,1631,3490.34,108,28288.04,0.012595178154972431,2.14,32.317962962962966,8.10466602107531
2024-12-04,Meta Ads,Search,Performance,Makeup,Argentina,186740,4182,2341.92,47,8643.08,0.022394773481846417,0.56,49.82808510638298,3.6905957504953197
2024-11-28,Google Ads,Video,Branding,Haircare,Brazil,24755,811,2011.28,8,1786.84,0.03276105837204605,2.48,251.41,0.8884093711467324
2024-09-27,Meta Ads,Display,Branding,Haircare,Argentina,8599,258,167.7,6,594.69,0.030003488777764858,0.6499999999999999,27.95,3.546153846153847
2024-07-11,Meta Ads,Video,Branding,Skincare,Mexico,194137,2640,6362.4,49,6668.85,0.013598644256375652,2.4099999999999997,129.84489795918367,1.0481657864956622
2024-09-15,Google Ads,Video,Branding,Skincare,Brazil,321460,11031,26142.5,458,26863.8,0.03431531139177502,2.36991206599583,57.0796943231441,1.0275910873099359
2024-11-02,Google Ads,Video,Branding,Skincare,Mexico,7802,340,805.8,14,799.08,0.04357856959753909,2.3699999999999997,57.55714285714286,0.9916604616530157
2024-03-21,Meta Ads,Search,Performance,Skincare,Argentina,198074,5783,3527.63,263,60037.86,0.029196159011278613,0.61,13.413041825095057,17.019318919501195
2024-09-25,Google Ads,Display,Branding,Makeup,Mexico,25195,738,1926.18,12,432.4,0.02929152609644771,2.61,160.51500000000001,0.22448576976191215
2024-02-17,Meta Ads,Display,Branding,Skincare,Brazil,104926,3273,4844.04,65,12449.27,0.031193412500238264,1.48,74.5236923076923,2.570018001502878
2024-09-20,Meta Ads,Shopping,Performance,Makeup,Brazil,166874,6641,4515.88,200,17225.95,0.039796493162505844,0.68,22.5794,3.814527843963967
2024-05-05,Google Ads,Video,Branding,Makeup,Mexico,43634,1937,4610.06,58,15065.19,0.04439198789934455,2.3800000000000003,79.48379310344828,3.267894561025236
2024-05-29,TikTok Ads,Shopping,Performance,Haircare,Brazil,37261,1591,1718.28,40,8930.04,0.042698800354257806,1.08,42.957,5.197080801731965
2024-08-07,TikTok Ads,Display,Branding,Skincare,Mexico,68642,3363,1244.31,37,8887.57,0.04899332770024183,0.37,33.629999999999995,7.142568973969509
2024-04-20,Meta Ads,Display,Branding,Skincare,Mexico,13100,186,279,10,1347.41,0.014198473282442748,1.5,27.9,4.829426523297491
2024-09-08,Meta Ads,Video,Branding,Makeup,Mexico,35755,672,1350.72,39,1411.24,0.01879457418542861,2.0100000000000002,34.63384615384616,1.044805733238569
2024-02-28,TikTok Ads,Shopping,Performance,Skincare,Brazil,50819,3206,3045.7,222,24319.42,0.06308664082331411,0.95,13.71936936936937,7.984837639951407
2024-05-12,TikTok Ads,Search,Performance,Haircare,Brazil,118483,8826,14915.94,570,139364.5,0.07449169923111332,1.69,26.168315789473684,9.343326669321545
2024-06-06,Meta Ads,Video,Branding,Skincare,Mexico,133684,2018,3470.96,44,11449.27,0.015095299362676161,1.72,78.88545454545455,3.2985888630234865
2024-03-23,Meta Ads,Display,Branding,Skincare,Mexico,63676,1757,2038.12,137,8830.01,0.027592813618945913,1.16,14.876788321167883,4.332428905069378
2024-09-06,Google Ads,Shopping,Performance,Makeup,Mexico,193613,9157,25548.03,458,127981.37,0.047295377893013385,2.79,55.78172489082969,5.00944182389014
2024-05-24,Meta Ads,Display,Branding,Haircare,Mexico,159044,2385,3935.25,184,35387.51,0.014995850204974724,1.65,21.387228260869566,8.992442665650213
2024-06-08,Meta Ads,Display,Branding,Haircare,Mexico,194674,3601,5221.45,165,8945.17,0.01849759084418053,1.45,31.645151515151515,1.713158222332877
2024-03-17,Google Ads,Search,Performance,Skincare,Brazil,138154,9518,21129.96,534,24562.44,0.06889413263459618,2.2199999999999998,39.569213483146065,1.1624461191597144
2024-10-24,Google Ads,Shopping,Performance,Skincare,Argentina,149064,5724,7555.68,369,107029.4,0.038399613588794075,1.32,20.47609756097561,14.165422569510618
2024-06-13,Google Ads,Video,Branding,Makeup,Brazil,16766,846,2081.16,34,7254.65,0.05045926279374925,2.46,61.21058823529411,3.48586845797536
2024-10-26,Google Ads,Shopping,Performance,Skincare,Brazil,189480,6290,22329.5,204,44620.04,0.03319611568503272,3.55,109.45833333333333,1.9982552229113952
2024-11-11,Meta Ads,Video,Branding,Skincare,Mexico,112518,1597,1724.76,105,25379.08,0.014193284630014753,1.08,16.426285714285715,14.714557387694521
2024-11-16,TikTok Ads,Display,Branding,Haircare,Mexico,13255,709,935.88,37,11059.11,0.053489249339871744,1.32,25.294054054054055,11.816803436337993
2024-06-15,Google Ads,Shopping,Performance,Makeup,Brazil,138135,7721,12816.86,112,4652.6,0.05589459586636262,1.6600000000000001,114.43625,0.3630062277344061
2024-12-02,Google Ads,Video,Branding,Skincare,Argentina,115760,2558,8160.02,164,37092.55,0.022097442985487215,3.1900000000000004,49.75621951219512,4.5456444959693725
2024-03-27,Meta Ads,Video,Branding,Skincare,Brazil,94786,2682,4023,155,6510.51,0.02829531787394763,1.5,25.954838709677418,1.6183221476510068
2024-04-25,Meta Ads,Display,Branding,Makeup,Argentina,144895,2158,4143.36,151,25541.81,0.014893543600538321,1.92,27.439470198675494,6.16451623802904
2024-09-10,Google Ads,Video,Branding,Skincare,Argentina,46583,2319,6400.44,50,11413.39,0.04978210935319752,2.76,128.00879999999998,1.7832195911531084
2024-04-11,Meta Ads,Video,Branding,Skincare,Brazil,5209,198,138.6,3,490.6,0.03801113457477443,0.7,46.199999999999996,3.53968253968254
2024-10-29,Google Ads,Shopping,Performance,Makeup,Brazil,46971,2437,4971.48,141,14817.7,0.051883076792063186,2.04,35.25872340425531,2.9805410058976407
2024-03-23,Meta Ads,Video,Branding,Skincare,Mexico,28593,694,1096.52,7,2098,0.024271674885461475,1.58,156.6457142857143,1.9133257943311568
2024-05-21,Google Ads,Video,Branding,Skincare,Brazil,30343,743,2266.15,39,7450.31,0.024486702040009228,3.0500000000000003,58.10641025641026,3.2876508615934514
2024-12-23,Google Ads,Search,Performance,Haircare,Mexico,186232,9292,22300.8,265,67766.02,0.049894754929335455,2.4,84.15396226415093,3.0387259649878033
2024-01-27,Google Ads,Display,Branding,Haircare,Mexico,86362,2547,3591.27,164,33307.3,0.029492137745767814,1.41,21.89798780487805,9.274518485104156
2024-03-10,Google Ads,Display,Branding,Skincare,Argentina,197459,5667,20174.52,105,17723.39,0.02869962878369687,3.56,192.13828571428573,0.8785036769152376
2024-04-24,Meta Ads,Video,Branding,Skincare,Argentina,138528,3698,8394.46,264,34788.99,0.026694964194964196,2.2699999999999996,31.797196969696966,4.144279679693512
2024-03-22,TikTok Ads,Shopping,Performance,Skincare,Mexico,40308,3853,4199.77,291,33059.93,0.09558896496973306,1.09,14.432199312714777,7.871842981877578
2024-05-26,TikTok Ads,Display,Branding,Haircare,Brazil,145631,4194,3522.96,59,15427.34,0.02879881343944627,0.84,59.71118644067797,4.379084633376479
2024-01-11,Meta Ads,Shopping,Performance,Skincare,Brazil,144993,2783,4091.01,120,10562.14,0.019194030056623422,1.47,34.091750000000005,2.5817927602230255
2024-09-01,Google Ads,Shopping,Performance,Haircare,Brazil,184976,6270,16678.2,412,40433.91,0.03389628924833492,2.66,40.48106796116505,2.4243569449940643
2024-06-10,Google Ads,Search,Performance,Makeup,Brazil,119235,5258,5783.8,141,24150.02,0.04409779007841657,1.1,41.01985815602837,4.175459040769044
2024-08-14,Google Ads,Shopping,Performance,Haircare,Argentina,127211,3968,10435.84,194,37337.18,0.031192271108630543,2.63,53.79298969072165,3.577783867901386
2024-05-25,Google Ads,Shopping,Performance,Skincare,Brazil,194928,9161,17222.68,571,17839.23,0.04699683985881967,1.8800000000000001,30.16231173380035,1.0357987258661254
2024-07-03,Google Ads,Video,Branding,Haircare,Mexico,82604,5146,14820.48,75,11977.45,0.06229722531596533,2.88,197.6064,0.8081688312389343
2024-02-23,Google Ads,Shopping,Performance,Skincare,Brazil,143723,4254,4849.56,281,41783.61,0.029598602868016948,1.1400000000000001,17.258220640569398,8.615958973597603
2024-01-13,Meta Ads,Display,Branding,Makeup,Mexico,70180,736,1030.4,45,2168.72,0.01048731832430892,1.4000000000000001,22.89777777777778,2.10473602484472
2024-12-01,Google Ads,Search,Performance,Haircare,Brazil,177256,4059,8889.21,138,32140.46,0.02289908381098524,2.19,64.4145652173913,3.615671133880289
2024-12-23,Google Ads,Search,Performance,Skincare,Argentina,51986,1996,3053.88,82,20819.66,0.038394952487208096,1.53,37.242439024390244,6.8174453482127655
2024-03-07,Google Ads,Shopping,Performance,Makeup,Brazil,20718,426,1128.9,22,1505.14,0.020561830292499274,2.6500000000000004,51.31363636363637,1.333280184250155
2024-08-29,Google Ads,Display,Branding,Haircare,Mexico,96676,5326,8894.42,355,14113.5,0.05509123257064835,1.67,25.05470422535211,1.5867813752892264
2024-05-17,Meta Ads,Video,Branding,Skincare,Brazil,82948,2347,5421.57,65,10510.94,0.028294835318512804,2.31,83.40876923076922,1.9387262361271738
2024-10-13,Google Ads,Search,Performance,Makeup,Argentina,197557,4326,5104.68,259,39016.05,0.021897477689983146,1.1800000000000002,19.70918918918919,7.643192129575214
2024-03-06,Meta Ads,Shopping,Performance,Haircare,Brazil,230479,6901,5387.139999999999,339,65419.82,0.02994199037656359,0.7806317924938414,15.89126843657817,12.143701481676736
2024-12-14,Meta Ads,Search,Performance,Haircare,Mexico,114575,2039,1080.67,113,10656.96,0.017796203360244383,0.53,9.56345132743363,9.861437811727908
2024-06-13,Google Ads,Shopping,Performance,Skincare,Brazil,132157,2999,2789.07,152,21855.26,0.022692706402233708,0.93,18.349144736842106,7.836038536142871
2024-08-18,Meta Ads,Search,Performance,Haircare,Mexico,50893,1124,1584.84,29,2707.5,0.022085552040555675,1.41,54.64965517241379,1.7083743469372303
2024-12-15,Google Ads,Shopping,Performance,Skincare,Brazil,119014,5938,17101.44,95,23773.95,0.049893289865057894,2.88,180.01515789473683,1.3901724065341867
2024-09-11,Meta Ads,Display,Branding,Makeup,Argentina,28567,999,1688.31,68,13037.25,0.03497042041516435,1.69,24.828088235294118,7.722071183609645
2024-02-07,Meta Ads,Shopping,Performance,Haircare,Mexico,101019,2515,4250.35,72,11353.12,0.02489630663538542,1.6900000000000002,59.0326388888889,2.671102379804016
2024-12-19,TikTok Ads,Display,Branding,Haircare,Brazil,105127,7747,6817.36,460,99299.9,0.07369182036964814,0.88,14.820347826086955,14.565740990647406
2024-04-11,TikTok Ads,Video,Branding,Skincare,Brazil,195026,9653,17664.99,371,94022.57,0.04949596464061202,1.83,47.6145283018868,5.322537403078066
2024-06-12,Google Ads,Shopping,Performance,Makeup,Brazil,70618,3601,8030.23,145,7976.29,0.050992664759692996,2.23,55.380896551724135,0.9932828823084769
2024-05-16,Google Ads,Video,Branding,Haircare,Mexico,20534,993,2849.91,49,1762.93,0.04835881951884679,2.8699999999999997,58.161428571428566,0.6185914642918549
2024-11-08,Meta Ads,Shopping,Performance,Haircare,Brazil,81848,1694,2185.26,58,7573.87,0.020696901573648716,1.29,37.67689655172414,3.4658896424224115
2024-07-26,Google Ads,Search,Performance,Skincare,Brazil,179701,6755,20800.64,238,53063.65,0.03759021930874063,3.0792953367875646,87.39764705882352,2.551058525122304
2024-08-31,Google Ads,Display,Branding,Haircare,Mexico,49757,1243,3903.02,39,4749.9,0.02498140965090339,3.14,100.07743589743589,1.2169806969987342
2024-06-23,Google Ads,Search,Performance,Haircare,Mexico,170083,7818,11850.64,473,26012.29,0.04596579317156917,1.515814786390381,25.054207188160674,2.195011408666536
2024-12-23,TikTok Ads,Video,Branding,Makeup,Mexico,125419,4126,3507.1,294,32829.78,0.032897726819700365,0.85,11.92891156462585,9.360947791622708
2024-04-14,TikTok Ads,Search,Performance,Haircare,Mexico,98348,3225,4095.75,59,2846.94,0.03279171920120389,1.27,69.41949152542372,0.6950961362387841
2024-06-15,TikTok Ads,Shopping,Performance,Skincare,Argentina,147355,7485,6811.35,81,14520.06,0.05079569746530488,0.91,84.09074074074074,2.1317448082979142
2024-02-26,Meta Ads,Shopping,Performance,Skincare,Brazil,125871,3083,5302.76,185,27759.15,0.02449333047326231,1.72,28.66356756756757,5.234849399180804
2024-03-26,TikTok Ads,Shopping,Performance,Skincare,Brazil,93478,5786,2430.12,272,27905.19,0.06189691692162862,0.42,8.934264705882352,11.483050219742235
2024-03-13,Meta Ads,Shopping,Performance,Skincare,Brazil,156043,4478,5955.74,193,22322.38,0.028697218074505104,1.3299999999999998,30.858756476683936,3.7480447433904103
2024-11-23,Google Ads,Display,Branding,Haircare,Brazil,214334,11179,25423.449999999997,290,33562.58,0.05215691397538421,2.274215046068521,87.66706896551723,1.3201426242307792
2024-08-09,TikTok Ads,Video,Branding,Skincare,Mexico,122408,6671,7805.07,293,67215.82,0.05449807202143651,1.17,26.638464163822526,8.611815140671386
2024-03-01,Google Ads,Search,Performance,Makeup,Brazil,86678,2158,3129.1,163,27708.88,0.024896744271902905,1.45,19.196932515337423,8.855223546706721
2024-04-04,Google Ads,Search,Performance,Haircare,Argentina,84303,4417,13781.04,100,20354.89,0.052394339465973924,3.12,137.81040000000002,1.4770213278533404
2024-09-10,Google Ads,Shopping,Performance,Haircare,Brazil,145508,7158,10307.52,566,76404.29,0.04919317150947027,1.4400000000000002,18.21116607773852,7.412480402657477
2024-09-17,Meta Ads,Video,Branding,Haircare,Mexico,20021,462,725.34,20,4554.08,0.02307577044103691,1.57,36.267,6.278545233959246
2024-03-27,Meta Ads,Video,Branding,Skincare,Mexico,61387,1608,3360.72,96,12312.27,0.02619447114209849,2.09,35.0075,3.6635810183532103
2024-11-16,Meta Ads,Search,Performance,Skincare,Mexico,151539,3455,7082.75,135,4666.78,0.022799411372649944,2.05,52.464814814814815,0.6588937912533973
2024-02-20,Meta Ads,Display,Branding,Skincare,Mexico,148859,3840,6912,250,22027.39,0.025796223271686628,1.8,27.648,3.1868330439814816
2024-01-31,Google Ads,Display,Branding,Skincare,Mexico,64739,1599,5212.74,109,22723.24,0.024699176694110196,3.26,47.82330275229358,4.359173870171926
2024-08-17,Google Ads,Display,Branding,Skincare,Brazil,41375,2350,5170,148,14702.27,0.056797583081571,2.2,34.932432432432435,2.8437659574468084
2024-05-31,Meta Ads,Video,Branding,Makeup,Brazil,196929,2382,3096.6,143,38447.59,0.012095729933123106,1.3,21.654545454545453,12.416066007879609
2024-09-28,Meta Ads,Display,Branding,Makeup,Brazil,92844,3277,5931.37,63,10318.61,0.03529576493903753,1.81,94.14873015873016,1.7396672269644282
2024-08-21,TikTok Ads,Search,Performance,Haircare,Brazil,47278,2803,4737.07,201,39448.18,0.059287617919539744,1.69,23.567512437810944,8.327548463501701
2024-01-30,Meta Ads,Video,Branding,Haircare,Argentina,57776,1490,1758.2,107,22435.51,0.02578925505400166,1.18,16.43177570093458,12.76049937436014
2024-09-25,Meta Ads,Shopping,Performance,Skincare,Brazil,178916,4723,7273.42,147,29612.74,0.026397862684164636,1.54,49.47904761904762,4.071363952583517
2024-04-05,Google Ads,Video,Branding,Skincare,Mexico,177115,8005,23214.5,460,108688.43,0.045196623662592104,2.9,50.46630434782609,4.681919920739193
2024-09-07,Google Ads,Shopping,Performance,Haircare,Brazil,91150,4119,15775.77,98,4547.95,0.04518924849149753,3.83,160.9772448979592,0.28828703765331265
2024-04-26,Google Ads,Video,Branding,Skincare,Brazil,86560,5323,4843.93,94,8283.62,0.061494916820702406,0.91,51.53117021276596,1.7101031600374077
2024-04-07,Meta Ads,Shopping,Performance,Skincare,Mexico,49261,724,448.88,31,1397.37,0.014697224985282475,0.62,14.48,3.113014614150775
2024-10-09,TikTok Ads,Search,Performance,Makeup,Mexico,128295,4695,3943.8,276,42279.01,0.03659534666198994,0.8400000000000001,14.28913043478261,10.720373751204422
2024-03-05,Meta Ads,Search,Performance,Skincare,Mexico,187461,2511,4268.7,189,16540.06,0.013394786115512026,1.7,22.585714285714285,3.874730011478905
2024-07-13,Google Ads,Shopping,Performance,Haircare,Argentina,98375,1898,6358.3,45,2253.91,0.019293519695044472,3.35,141.29555555555555,0.3544831165563122
2024-12-20,Meta Ads,Display,Branding,Skincare,Mexico,86099,2910,6372.9,194,39485.52,0.03379830195472654,2.19,32.85,6.195848044061573
2024-03-29,TikTok Ads,Video,Branding,Haircare,Argentina,134132,4694,3849.08,306,52932.5,0.03499537768765097,0.82,12.578692810457516,13.751987487919191
2024-04-18,Meta Ads,Shopping,Performance,Makeup,Mexico,78480,1389,2347.41,19,2972.32,0.017698776758409786,1.69,123.5478947368421,1.2662125491499143
2024-10-27,Google Ads,Video,Branding,Skincare,Brazil,75410,3039,2887.05,239,29467.42,0.04029969500066304,0.9500000000000001,12.079707112970713,10.206757763114597
2024-04-19,Meta Ads,Shopping,Performance,Haircare,Mexico,92091,3342,4946.16,145,37976.42,0.0362901912238981,1.48,34.11144827586207,7.67796027625471
2024-06-08,Meta Ads,Shopping,Performance,Skincare,Mexico,12712,212,360.4,9,375.03,0.01667715544367527,1.7,40.044444444444444,1.0405937846836848
2024-10-25,Google Ads,Display,Branding,Skincare,Argentina,158481,6053,9866.39,116,30091.81,0.03819385289088282,1.63,85.05508620689655,3.0499311298256
2024-07-21,TikTok Ads,Display,Branding,Skincare,Brazil,179039,14663,19941.68,1151,281693.26,0.08189835734113797,1.36,17.325525629887053,14.125853990235527
2024-02-29,Meta Ads,Display,Branding,Haircare,Brazil,148463,4810,10149.1,286,68709.26,0.03239864478018092,2.11,35.486363636363635,6.769985515957079
2024-04-16,Meta Ads,Display,Branding,Skincare,Brazil,179504,5026,5578.86,203,10121.88,0.027999376058472233,1.1099999999999999,27.48206896551724,1.8143276583388004
2024-07-25,Meta Ads,Video,Branding,Haircare,Argentina,62194,2039,3751.76,129,23854.38,0.03278451297552819,1.84,29.08341085271318,6.358183892359852
2024-05-09,TikTok Ads,Video,Branding,Makeup,Mexico,126854,7243,5866.83,474,55705.28,0.0570971352893878,0.8099999999999999,12.377278481012658,9.494953833671676
2024-02-08,TikTok Ads,Search,Performance,Haircare,Argentina,17911,1148,1320.2,52,3388.21,0.06409469041371224,1.1500000000000001,25.388461538461538,2.56643690349947
2024-05-13,Meta Ads,Shopping,Performance,Haircare,Brazil,32488,919,1773.67,32,7341.13,0.02828736764343758,1.9300000000000002,55.4271875,4.138949184459341
2024-07-17,Meta Ads,Shopping,Performance,Skincare,Argentina,152932,6591,8238.75,200,14211.23,0.04309758585515131,1.25,41.19375,1.7249255044758003
2024-04-22,TikTok Ads,Shopping,Performance,Haircare,Brazil,35932,1440,1310.4,68,16668.75,0.04007569854168986,0.91,19.27058823529412,12.720352564102564
2024-07-07,Meta Ads,Shopping,Performance,Skincare,Argentina,8608,100,58,3,661.12,0.011617100371747211,0.58,19.333333333333332,11.398620689655173
2024-08-19,Meta Ads,Search,Performance,Makeup,Brazil,19284,642,1007.94,21,5907.29,0.03329184816428127,1.57,47.99714285714286,5.860755600531777
2024-04-02,Google Ads,Shopping,Performance,Haircare,Brazil,119183,5041,17038.58,121,25438.17,0.04229630064690434,3.3800000000000003,140.81471074380167,1.4929747666765656
2024-08-29,Google Ads,Search,Performance,Makeup,Brazil,37827,2072,1678.32,133,19268.21,0.054775689322441645,0.8099999999999999,12.618947368421052,11.48065327231994
2024-05-02,Google Ads,Display,Branding,Skincare,Argentina,127232,3867,11407.65,177,6676.28,0.030393297283702214,2.9499999999999997,64.45,0.5852458657129207
2024-04-16,Google Ads,Search,Performance,Haircare,Brazil,145284,8121,21601.86,503,135453.16,0.05589741471875774,2.66,42.946043737574556,6.270439675102051
2024-04-09,TikTok Ads,Display,Branding,Skincare,Argentina,48898,3193,2841.77,179,27594.33,0.06529919424107325,0.89,15.875810055865921,9.71026156233615
2024-06-30,Google Ads,Shopping,Performance,Skincare,Brazil,79681,2916,6823.44,184,46327.26,0.036595926255945585,2.34,37.08391304347826,6.789428792515213
2024-03-20,Meta Ads,Shopping,Performance,Skincare,Argentina,25243,580,1148.4,13,3883.09,0.022976666798716475,1.9800000000000002,88.33846153846154,3.3813044235458025
2024-07-23,TikTok Ads,Video,Branding,Skincare,Mexico,51557,2882,3602.5,135,6028.08,0.05589929592489866,1.25,26.685185185185187,1.6733046495489243
2024-02-22,Meta Ads,Search,Performance,Haircare,Brazil,63952,1451,3250.24,86,25126.44,0.022688891668751564,2.2399999999999998,37.79348837209302,7.7306414295559716
2024-02-22,Google Ads,Display,Branding,Skincare,Brazil,31885,1613,1629.13,67,19023.45,0.050588050807589775,1.01,24.31537313432836,11.677060762492864
2024-06-27,Google Ads,Display,Branding,Haircare,Brazil,36391,1684,6045.56,18,4868.51,0.046275177928608725,3.5900000000000003,335.8644444444445,0.8053033962114345
2024-10-24,TikTok Ads,Video,Branding,Haircare,Argentina,193151,12168,13749.84,612,109401,0.0629973440468856,1.1300000000000001,22.467058823529413,7.956528948700494
2024-12-05,Meta Ads,Search,Performance,Skincare,Mexico,129790,5697,2962.44,223,58627.34,0.04389398258725634,0.52,13.284484304932736,19.79022022386951
2024-04-26,Meta Ads,Search,Performance,Makeup,Brazil,26845,528,1098.24,11,1590.52,0.019668467126094245,2.08,99.84,1.4482444638694638
2024-08-23,Meta Ads,Display,Branding,Skincare,Brazil,6903,225,432,7,513.46,0.03259452411994785,1.92,61.714285714285715,1.188564814814815
2024-03-20,TikTok Ads,Video,Branding,Skincare,Brazil,191380,8171,4085.5,572,155778.92,0.042695161458877626,0.5,7.1424825174825175,38.12970750214173
2024-08-11,Meta Ads,Search,Performance,Haircare,Mexico,123372,3355,7716.5,224,57352.38,0.027194176960736633,2.3,34.448660714285715,7.4324343938314
2024-12-24,Google Ads,Search,Performance,Makeup,Brazil,104464,4314,9749.64,82,10226.11,0.041296523204166026,2.26,118.8980487804878,1.0488705223987758
2024-09-21,TikTok Ads,Display,Branding,Skincare,Brazil,155929,6408,6215.76,481,51123.92,0.041095626855812584,0.9700000000000001,12.922577962577963,8.224886417751007
2024-09-15,Google Ads,Video,Branding,Makeup,Mexico,136460,4462,3926.56,322,59937.98,0.03269822658654551,0.88,12.194285714285714,15.264755918666722
2024-08-08,TikTok Ads,Search,Performance,Makeup,Brazil,43635,2469,2987.49,133,19667.27,0.05658301821931935,1.21,22.462330827067667,6.583208646723504
2024-04-20,TikTok Ads,Shopping,Performance,Haircare,Brazil,141268,7402,9178.48,335,31326.97,0.05239686270068239,1.24,27.398447761194028,3.4130890953621953
2024-07-08,TikTok Ads,Video,Branding,Haircare,Brazil,170011,10149,5581.95,110,29617.76,0.05969613730876237,0.5499999999999999,50.745,5.305988050770788
2024-12-02,Meta Ads,Search,Performance,Haircare,Brazil,127155,3089,3861.25,95,23894.64,0.0242931854822854,1.25,40.64473684210526,6.188317254775008
2024-02-05,Meta Ads,Video,Branding,Skincare,Argentina,145510,5805,6037.2,166,30713.7,0.03989416534946052,1.04,36.36867469879518,5.08740806996621
2024-03-30,TikTok Ads,Video,Branding,Haircare,Argentina,98386,7556,2644.6,385,43735.3,0.07679954465066167,0.35,6.869090909090909,16.537586024351512
2024-05-07,Google Ads,Search,Performance,Haircare,Mexico,15589,285,336.3,10,1359.76,0.018282122009108986,1.18,33.63,4.043294677371394
2024-03-09,Meta Ads,Video,Branding,Skincare,Argentina,79266,2425,1746,104,20287.27,0.030593192541568896,0.72,16.78846153846154,11.619284077892326
2024-11-12,Meta Ads,Display,Branding,Haircare,Brazil,54031,2215,3676.9,157,22778.62,0.04099498436082989,1.6600000000000001,23.419745222929937,6.195061056868557
2024-01-20,TikTok Ads,Video,Branding,Skincare,Brazil,153145,7197,7340.94,89,6214.05,0.04699467824610663,1.02,82.48247191011235,0.8464924110536254
2024-01-16,TikTok Ads,Video,Branding,Makeup,Argentina,62868,2715,4344,180,35590.01,0.043185722466119486,1.6,24.133333333333333,8.192912062615102
2024-12-27,TikTok Ads,Shopping,Performance,Haircare,Brazil,131956,7772,2253.88,211,23120.58,0.05889842068568311,0.29000000000000004,10.681895734597157,10.25812376878982
